Merchant,Merchant Country,Destination Country,Shipping Service,Order Id,Orders Count,Parcels Count,Reconciliation Weight Source,Order Date,Currency,Shipping Revenue,Shipping Cost,Shipping Returns Costs,Revenue Weight Kg,Costing Weight Kg,,
Merchant A,France,Spain,Carrier F,10000006250,1,1,Invoice,01/05/2024,EUR, 2.34 , 2.15 , -   ,0.50,0.50,,
Merchant A,France,France,Carrier A,10000000130,1,1,Calculated,01/05/2024,EUR, 2.98 , 1.49 , -   ,0.16,0.16,,
Merchant A,France,France,Carrier A,10000000111,1,1,Calculated,01/05/2024,EUR, 3.38 , 1.69 , -   ,0.49,0.49,,
Merchant A,France,Sweden,Carrier F,10000006451,1,1,Invoice,01/05/2024,EUR, 3.54 , 3.25 , -   ,0.26,0.26,,
Merchant A,France,France,Carrier A,10000000095,1,1,Calculated,01/05/2024,EUR, 3.72 , 1.86 , -   ,0.55,0.55,,
Merchant A,France,Spain,Carrier B,10000004595,1,1,Invoice,01/05/2024,EUR, 6.89 , 5.40 , -   ,1.00,1.00,,
Merchant A,France,France,Carrier A,10000000196,1,1,Calculated,01/05/2024,EUR, 3.38 , 1.69 , -   ,0.40,0.40,,
Merchant A,France,Germany,Carrier B,10000004304,1,1,Invoice,01/05/2024,EUR, 6.89 , 5.40 , -   ,1.00,1.00,,
Merchant A,France,France,Carrier A,10000000057,1,1,Calculated,01/05/2024,EUR, 3.38 , 1.69 , -   ,0.27,0.27,,
Merchant A,France,Spain,Carrier F,10000006252,1,1,Invoice,01/05/2024,EUR, 2.28 , 2.10 , -   ,0.14,0.14,,
Merchant A,France,Ireland (Republic of),Carrier F,10000005310,1,1,Invoice,01/05/2024,EUR, 5.54 , 5.08 , -   ,0.48,0.48,,
Merchant A,France,France,Carrier A,10000000056,1,1,Calculated,01/05/2024,EUR, 2.98 , 1.49 , -   ,0.25,0.25,,
Merchant A,France,France,Carrier A,10000000144,1,1,Calculated,01/05/2024,EUR, 3.72 , 1.86 , -   ,0.72,0.72,,
Merchant A,France,Germany,Carrier F,10000005042,1,1,Invoice,01/05/2024,EUR, 2.56 , 2.36 , -   ,0.48,0.48,,
Merchant A,France,France,Carrier A,10000000177,1,1,Calculated,01/05/2024,EUR, 2.98 , 1.49 , -   ,0.20,0.20,,
Merchant A,France,France,Carrier A,10000000167,1,1,Calculated,01/05/2024,EUR, 3.38 , 1.69 , -   ,0.27,0.27,,
Merchant A,France,France,Carrier A,10000000114,1,1,Calculated,01/05/2024,EUR, 2.98 , 1.49 , -   ,0.25,0.25,,
Merchant A,France,France,Carrier A,10000000073,1,1,Calculated,01/05/2024,EUR, 3.38 , 1.69 , -   ,0.33,0.33,,
Merchant A,France,France,Carrier A,10000000243,1,1,Calculated,01/05/2024,EUR, 2.98 , 1.49 , -   ,0.12,0.12,,
Merchant A,France,France,Carrier A,10000000126,1,1,Calculated,01/05/2024,EUR, 2.98 , 1.49 , -   ,0.15,0.15,,
Merchant A,France,France,Carrier A,10000000121,1,1,Calculated,01/05/2024,EUR, 3.38 , 1.69 , -   ,0.30,0.30,,
Merchant A,France,France,Carrier A,10000000131,1,1,Calculated,01/05/2024,EUR, 3.38 , 1.69 , -   ,0.45,0.45,,
Merchant A,France,France,Carrier A,10000000134,1,1,Calculated,01/05/2024,EUR, 3.38 , 1.69 , -   ,0.29,0.29,,
Merchant A,France,France,Carrier A,10000000162,1,1,Calculated,01/05/2024,EUR, 3.38 , 1.69 , -   ,0.46,0.46,,
Merchant A,France,France,Carrier A,10000000050,1,1,Calculated,01/05/2024,EUR, 2.98 , 1.49 , -   ,0.12,0.12,,
Merchant A,France,France,Carrier A,10000000171,1,1,Calculated,01/05/2024,EUR, 3.38 , 1.69 , -   ,0.31,0.31,,
Merchant A,France,France,Carrier A,10000000222,1,1,Calculated,01/05/2024,EUR, 2.98 , 1.49 , -   ,0.14,0.14,,
Merchant A,France,France,Carrier A,10000000181,1,1,Calculated,01/05/2024,EUR, 3.38 , 1.69 , -   ,0.45,0.45,,
Merchant A,France,France,Carrier A,10000000192,1,1,Calculated,01/05/2024,EUR, 3.38 , 1.69 , -   ,0.27,0.27,,
Merchant A,France,France,Carrier A,10000000204,1,1,Calculated,01/05/2024,EUR, 3.72 , 1.86 , -   ,0.57,0.57,,
Merchant A,France,Germany,Carrier B,10000004306,1,1,Invoice,01/05/2024,EUR, 6.89 , 5.40 , -   ,2.00,2.00,,
Merchant A,France,Italy,Carrier F,10000005532,1,1,Invoice,01/05/2024,EUR, 3.71 , 3.41 , -   ,0.28,0.28,,
Merchant A,France,France,Carrier A,10000000115,1,1,Calculated,01/05/2024,EUR, 2.98 , 1.49 , -   ,0.12,0.12,,
Merchant A,France,France,Carrier A,10000000008,1,1,Calculated,01/05/2024,EUR, 3.38 , 1.69 , -   ,0.40,0.40,,
Merchant A,France,France,Carrier A,10000000127,1,1,Calculated,01/05/2024,EUR, 4.01 , 2.00 , -   ,0.95,0.95,,
Merchant A,France,Lithuania,Carrier F,10000005913,1,1,Invoice,01/05/2024,EUR, 4.96 , 4.55 , -   ,0.40,0.40,,
Merchant A,France,France,Carrier A,10000000084,1,1,Calculated,01/05/2024,EUR, 4.01 , 2.00 , -   ,0.78,0.78,,
Merchant A,France,France,Carrier A,10000000173,1,1,Calculated,01/05/2024,EUR, 2.98 , 1.49 , -   ,0.16,0.16,,
Merchant A,France,Italy,Carrier F,10000005519,1,1,Invoice,01/05/2024,EUR, 3.54 , 3.25 , -   ,0.24,0.24,,
Merchant A,France,Germany,Carrier F,10000005039,1,1,Invoice,01/05/2024,EUR, 2.45 , 2.26 , -   ,0.16,0.16,,
Merchant A,France,France,Carrier A,10000000018,1,1,Calculated,01/05/2024,EUR, 3.38 , 1.69 , -   ,0.27,0.27,,
Merchant A,France,France,Carrier A,10000000138,1,1,Calculated,01/05/2024,EUR, 3.72 , 1.86 , -   ,0.56,0.56,,
Merchant A,France,France,Carrier A,10000000030,1,1,Calculated,01/05/2024,EUR, 2.98 , 1.49 , -   ,0.25,0.25,,
Merchant A,France,Germany,Carrier F,10000005047,1,1,Invoice,01/05/2024,EUR, 2.56 , 2.36 , -   ,0.26,0.26,,
Merchant A,France,France,Carrier A,10000000061,1,1,Calculated,01/05/2024,EUR, 3.38 , 1.69 , -   ,0.30,0.30,,
Merchant A,France,France,Carrier A,10000000020,1,1,Calculated,01/05/2024,EUR, 2.98 , 1.49 , -   ,0.25,0.25,,
Merchant A,France,France,Carrier A,10000000205,1,1,Calculated,01/05/2024,EUR, 2.98 , 1.49 , -   ,0.12,0.12,,
Merchant A,France,Netherlands,Carrier F,10000006032,1,1,Invoice,01/05/2024,EUR, 2.62 , 2.41 , -   ,0.34,0.34,,
Merchant A,France,Lithuania,Carrier F,10000005914,1,1,Invoice,01/05/2024,EUR, 3.37 , 3.09 , -   ,0.18,0.18,,
Merchant A,France,France,Carrier A,10000000198,1,1,Calculated,01/05/2024,EUR, 2.98 , 1.49 , -   ,0.12,0.12,,
Merchant A,France,France,Carrier A,10000000255,1,1,Calculated,01/05/2024,EUR, 3.38 , 1.69 , -   ,0.40,0.40,,
Merchant A,France,France,Carrier A,10000000031,1,1,Calculated,01/05/2024,EUR, 3.38 , 1.69 , -   ,0.42,0.42,,
Merchant A,France,Austria,Carrier F,10000004630,1,1,Invoice,01/05/2024,EUR, 2.85 , 2.62 , -   ,0.20,0.20,,
Merchant A,France,Italy,Carrier F,10000005523,1,1,Invoice,01/05/2024,EUR, 3.71 , 3.41 , -   ,0.46,0.46,,
Merchant A,France,France,Carrier A,10000000043,1,1,Calculated,01/05/2024,EUR, 2.98 , 1.49 , -   ,0.12,0.12,,
Merchant A,France,France,Carrier A,10000000151,1,1,Calculated,01/05/2024,EUR, 2.98 , 1.49 , -   ,0.24,0.24,,
Merchant A,France,France,Carrier A,10000000106,1,1,Calculated,01/05/2024,EUR, 3.38 , 1.69 , -   ,0.27,0.27,,
Merchant A,France,France,Carrier A,10000000068,1,1,Calculated,01/05/2024,EUR, 3.38 , 1.69 , -   ,0.27,0.27,,
Merchant A,France,France,Carrier A,10000000175,1,1,Calculated,01/05/2024,EUR, 2.98 , 1.49 , -   ,0.12,0.12,,
Merchant A,France,Belgium,Carrier F,10000004659,1,1,Invoice,01/05/2024,EUR, 2.56 , 2.36 , -   ,0.20,0.20,,
Merchant A,France,France,Carrier A,10000000016,1,1,Calculated,01/05/2024,EUR, 3.72 , 1.86 , -   ,0.63,0.63,,
Merchant A,France,Italy,Carrier F,10000005527,1,1,Invoice,01/05/2024,EUR, 3.71 , 3.41 , -   ,0.46,0.46,,
Merchant A,France,France,Carrier B,10000004286,1,1,Invoice,01/05/2024,EUR, 5.48 , 5.19 , -   ,1.00,1.00,,
Merchant A,France,France,Carrier A,10000000200,1,1,Calculated,01/05/2024,EUR, 2.98 , 1.49 , -   ,0.20,0.20,,
Merchant A,France,France,Carrier A,10000000174,1,1,Calculated,01/05/2024,EUR, 3.38 , 1.69 , -   ,0.27,0.27,,
Merchant A,France,France,Carrier A,10000000215,1,1,Calculated,01/05/2024,EUR, 2.98 , 1.49 , -   ,0.25,0.25,,
Merchant A,France,France,Carrier A,10000000039,1,1,Calculated,01/05/2024,EUR, 3.38 , 1.69 , -   ,0.30,0.30,,
Merchant A,France,France,Carrier A,10000000123,1,1,Calculated,01/05/2024,EUR, 3.72 , 1.86 , -   ,0.65,0.65,,
Merchant A,France,France,Carrier A,10000000116,1,1,Calculated,01/05/2024,EUR, 2.98 , 1.49 , -   ,0.18,0.18,,
Merchant A,France,France,Carrier A,10000000010,1,1,Calculated,01/05/2024,EUR, 3.72 , 1.86 , -   ,0.75,0.75,,
Merchant A,France,France,Carrier A,10000000247,1,1,Calculated,01/05/2024,EUR, 3.38 , 1.69 , -   ,0.27,0.27,,
Merchant A,France,France,Carrier A,10000000250,1,1,Calculated,01/05/2024,EUR, 2.98 , 1.49 , -   ,0.15,0.15,,
Merchant A,France,France,Carrier A,10000000184,1,1,Calculated,01/05/2024,EUR, 2.98 , 1.49 , -   ,0.20,0.20,,
Merchant A,France,France,Carrier A,10000000090,1,1,Calculated,01/05/2024,EUR, 3.38 , 1.69 , -   ,0.32,0.32,,
Merchant A,France,Germany,Carrier F,10000005032,1,1,Invoice,01/05/2024,EUR, 2.56 , 2.36 , -   ,0.44,0.44,,
Merchant A,France,Spain,Carrier F,10000006245,1,1,Invoice,01/05/2024,EUR, 2.34 , 2.15 , -   ,0.40,0.40,,
Merchant A,France,France,Carrier A,10000000027,1,1,Calculated,01/05/2024,EUR, 3.38 , 1.69 , -   ,0.40,0.40,,
Merchant A,France,Lithuania,Carrier F,10000005916,1,1,Invoice,01/05/2024,EUR, 6.51 , 5.96 , -   ,0.54,0.54,,
Merchant A,France,France,Carrier A,10000000249,1,1,Calculated,01/05/2024,EUR, 3.72 , 1.86 , -   ,0.64,0.64,,
Merchant A,France,France,Carrier A,10000000025,1,1,Calculated,01/05/2024,EUR, 3.72 , 1.86 , -   ,0.58,0.58,,
Merchant A,France,France,Carrier A,10000000197,1,1,Calculated,01/05/2024,EUR, 2.98 , 1.49 , -   ,0.12,0.12,,
Merchant A,France,Greece,Carrier F,10000005261,1,1,Invoice,01/05/2024,EUR, 3.14 , 2.88 , -   ,0.20,0.20,,
Merchant A,France,France,Carrier A,10000000150,1,1,Calculated,01/05/2024,EUR, 2.98 , 1.49 , -   ,0.22,0.22,,
Merchant A,France,France,Carrier A,10000000187,1,1,Calculated,01/05/2024,EUR, 3.38 , 1.69 , -   ,0.27,0.27,,
Merchant A,France,Italy,Carrier F,10000005529,1,1,Invoice,01/05/2024,EUR, 3.54 , 3.25 , -   ,0.18,0.18,,
Merchant A,France,France,Carrier A,10000000097,1,1,Calculated,01/05/2024,EUR, 2.98 , 1.49 , -   ,0.12,0.12,,
Merchant A,France,Italy,Carrier B,10000004411,1,1,Invoice,01/05/2024,EUR, 6.89 , 5.40 , -   ,1.00,1.00,,
Merchant A,France,France,Carrier A,10000000190,1,1,Calculated,01/05/2024,EUR, 3.38 , 1.69 , -   ,0.47,0.47,,
Merchant A,France,Lithuania,Carrier F,10000005915,1,1,Invoice,01/05/2024,EUR, 4.96 , 4.55 , -   ,0.44,0.44,,
Merchant A,France,France,Carrier A,10000000136,1,1,Calculated,01/05/2024,EUR, 2.98 , 1.49 , -   ,0.12,0.12,,
Merchant A,France,France,Carrier A,10000000024,1,1,Calculated,01/05/2024,EUR, 2.98 , 1.49 , -   ,0.12,0.12,,
Merchant A,France,France,Carrier A,10000000195,1,1,Calculated,01/05/2024,EUR, 3.72 , 1.86 , -   ,0.57,0.57,,
Merchant A,France,France,Carrier A,10000000087,1,1,Calculated,01/05/2024,EUR, 2.98 , 1.49 , -   ,0.17,0.17,,
Merchant A,France,Sweden,Carrier F,10000006450,1,1,Invoice,01/05/2024,EUR, 3.54 , 3.25 , -   ,0.42,0.42,,
Merchant A,France,France,Carrier A,10000000072,1,1,Calculated,01/05/2024,EUR, 4.01 , 2.00 , -   ,0.80,0.80,,
Merchant A,France,France,Carrier A,10000000103,1,1,Calculated,01/05/2024,EUR, 3.38 , 1.69 , -   ,0.40,0.40,,
Merchant A,France,France,Carrier A,10000000234,1,1,Calculated,01/05/2024,EUR, 3.38 , 1.69 , -   ,0.37,0.37,,
Merchant A,France,Belgium,Carrier B,10000004175,1,1,Invoice,01/05/2024,EUR, 6.89 , 5.40 , -   ,1.00,1.00,,
Merchant A,France,France,Carrier A,10000000117,1,1,Calculated,01/05/2024,EUR, 3.38 , 1.69 , -   ,0.42,0.42,,
Merchant A,France,France,Carrier A,10000000066,1,1,Calculated,01/05/2024,EUR, 2.98 , 1.49 , -   ,0.12,0.12,,
Merchant A,France,France,Carrier A,10000000213,1,1,Calculated,01/05/2024,EUR, 2.98 , 1.49 , -   ,0.15,0.15,,
Merchant A,France,France,Carrier A,10000000199,1,1,Calculated,01/05/2024,EUR, 2.98 , 1.49 , -   ,0.18,0.18,,
Merchant A,France,France,Carrier A,10000000163,1,1,Calculated,01/05/2024,EUR, 2.98 , 1.49 , -   ,0.18,0.18,,
Merchant A,France,Germany,Carrier F,10000005037,1,1,Invoice,01/05/2024,EUR, 2.45 , 2.26 , -   ,0.20,0.20,,
Merchant A,France,Lithuania,Carrier F,10000005911,1,1,Invoice,01/05/2024,EUR, 3.37 , 3.09 , -   ,0.16,0.16,,
Merchant A,France,France,Carrier A,10000000011,1,1,Calculated,01/05/2024,EUR, 2.98 , 1.49 , -   ,0.15,0.15,,
Merchant A,France,France,Carrier A,10000000202,1,1,Calculated,01/05/2024,EUR, 3.38 , 1.69 , -   ,0.30,0.30,,
Merchant A,France,Spain,Carrier F,10000006237,1,1,Invoice,01/05/2024,EUR, 2.34 , 2.15 , -   ,0.48,0.48,,
Merchant A,France,Italy,Carrier F,10000005535,1,1,Invoice,01/05/2024,EUR, 3.94 , 3.61 , -   ,0.62,0.62,,
Merchant A,France,France,Carrier A,10000000245,1,1,Calculated,01/05/2024,EUR, 4.01 , 2.00 , -   ,0.85,0.85,,
Merchant A,France,Greece,Carrier F,10000005262,1,1,Invoice,01/05/2024,EUR, 3.88 , 3.56 , -   ,0.46,0.46,,
Merchant A,France,France,Carrier A,10000000040,1,1,Calculated,01/05/2024,EUR, 3.38 , 1.69 , -   ,0.43,0.43,,
Merchant A,France,France,Carrier A,10000000059,1,1,Calculated,01/05/2024,EUR, 2.98 , 1.49 , -   ,0.20,0.20,,
Merchant A,France,France,Carrier A,10000000109,1,1,Calculated,01/05/2024,EUR, 3.72 , 1.86 , -   ,0.62,0.62,,
Merchant A,France,France,Carrier A,10000000125,1,1,Calculated,01/05/2024,EUR, 3.38 , 1.69 , -   ,0.30,0.30,,
Merchant A,France,France,Carrier A,10000000124,1,1,Calculated,01/05/2024,EUR, 3.72 , 1.86 , -   ,0.55,0.55,,
Merchant A,France,Romania,Carrier F,10000006182,1,1,Invoice,01/05/2024,EUR, 4.96 , 4.55 , -   ,0.40,0.40,,
